KEY,MOSS,DISPLAY,IS_DISPLAY
_COMMUTEWORK,CommuteWork,CommuteWork,0
_COMMUTESCHOOL,CommuteSchool,CommuteSchool,0
_COMMUTEVARIES,CommuteVaries,Commute,1
_FARM,Farm,Farm,0
_GOVERNMENT,Government,Government,0
_PLEASURE,Pleasure,Pleasure,1
_BUSINESS,Business,Business,1
_OTHER,Other,Other,1
